uuid,x,y
uuid:ec0962be-ca36-41fc-b02d-cdc414e06a76,-2.432844,-1.7312704
uuid:f5744112-7b5d-469f-99f8-d52dec478766,-4.9338984,2.72785
uuid:705740b7-6349-42fd-a5f2-f9e8e2280290,-0.8795494,-0.7715977
uuid:dad3aabc-3319-43d5-be30-28fb398bf52f,-4.702469,-0.17236267
uuid:d01066a8-1c44-40bf-81b2-9416aaea7e98,-5.197867,-0.74676013
uuid:e6bb2142-c113-4add-a466-41bf0fea3b11,-2.205167,0.8414238
uuid:00e66b17-01eb-4004-bfca-a781184589d2,2.964778,6.6599145
uuid:011ede08-e71f-4656-bc9e-a3ee3d31594f,-0.8994926,8.696149
uuid:8f362be7-0e7c-4862-96a5-a4179071bbe4,2.2629483,8.087645
uuid:c85f6fc0-3fb5-47c0-9b29-d55319a0464f,2.8228817,-2.2622333
uuid:8b585035-ec38-4ed9-9f30-018544cd6553,1.5027689,8.40335
uuid:060d104f-bce9-4608-9aa9-a73132317254,-2.783016,-1.039127
uuid:64054502-9514-43bb-b8e6-ec59864dac32,-1.0827876,7.8419724
uuid:3425b00e-931f-4593-b10d-2aa211098b15,5.6957684,-2.4032147
uuid:274572cc-d9fa-4ff4-9cce-81c5a2ee6d5c,-4.478937,1.9318818
uuid:4fa34ea8-7cfb-4bd7-8d84-6cf8ba812201,-2.9822433,6.773991
uuid:f6e408b0-b8c9-4d55-b4ff-5a460c85208c,-0.6172677,9.267328
uuid:14714f65-0c65-4d59-9cf8-de6ddab4b290,-4.0952797,5.7919507
uuid:1eba0108-f1e9-4f80-8e20-504e573777d3,1.4064089,8.427687
uuid:c09b803f-723a-4ab8-8035-eed6693ba6d6,1.6244441,7.3124356
uuid:b5ad3f09-04c6-4f74-9d53-30f44b6fd492,0.3912944,9.287676
uuid:3b7c580d-0382-4b69-84ed-87b1f8ed0be1,1.9307344,8.1032715
uuid:5e31f9b2-b034-4868-b6cc-cbf34d5a816c,0.022103457,8.1659155
uuid:dde40724-cff0-4f56-9dda-cc9a69acf1dd,4.018758,6.9836
uuid:b5bc2860-391c-436e-a142-bc73fbbd5da2,3.6080294,6.309886
uuid:99433e0b-5576-4dba-83a6-46af330830e1,1.7764674,8.119634
uuid:d818f245-bb9b-42b5-b6e4-aa3ae4c68523,1.3206902,7.7571588
uuid:661b2a3a-df05-47b8-8fb0-0ac8b291fcf6,-4.617725,2.6850667
uuid:989e34ff-c81f-43ba-a851-59dca559ab90,-6.6824436,1.9264301
uuid:fb110ce3-5a45-44c1-a232-a1787cf332e9,-0.3994036,0.49363065
uuid:bbe36155-b26e-4ffb-96f3-2fe86756b03c,3.371969,5.97514
uuid:c521ed18-b309-4a49-ab87-a21da72aec34,-6.6947784,1.747629
uuid:a90c655d-c385-4ce4-bd15-80c674aabd94,2.2062624,5.543418
uuid:66e52e07-eaa2-4e1f-9b57-a5862993b58b,-0.14229926,5.2864285
uuid:8716e2a6-e3da-4ca1-93bb-cbb815a58116,1.5242196,7.7757244
uuid:5e1330bc-ebff-46c1-a698-8e7b65eb024c,2.529631,7.094903
uuid:662ac71f-6373-4128-8eeb-163b8e727b72,6.635131,1.4205178
uuid:1047f8ea-9ed2-4e17-93a0-72bb6dbefa44,7.2367077,2.8997252
uuid:d5569889-11e8-40f5-ad6f-960d60d1e26e,3.0437183,6.328776
uuid:c041ebad-fa98-4a93-aa55-e2ede02de152,1.2011743,7.5114837
uuid:9b2523f9-2a24-4254-995f-d40b48651ded,1.3017198,8.792236
uuid:d81e0917-5f32-4309-a483-ac83b63b622f,-1.4143062,5.8610554
uuid:fb58d588-1a70-4230-bb98-2b9c2827e4ba,-1.1245066,1.1711888
uuid:155a5481-c9d5-48ec-9cdf-3a782a55fc21,-4.717691,2.9827394
uuid:bdd7df3b-e91b-47ad-86b0-578dae3afc01,2.1123958,-4.529634
uuid:c880093c-320f-40af-92e2-b4eb781cb7aa,-0.5802249,9.178229
uuid:f821fae0-01e3-4bd2-b33b-36978dba4e6d,-2.0555332,-2.3189464
uuid:3cfd20e9-9140-4207-9435-a5e3a6d20fae,3.3367515,6.13172
uuid:d61cc5f6-4af8-49e8-9ee8-9171cacec449,-4.6049733,1.1446723
uuid:63a61e2b-68cc-4f4c-86ab-58c4b8419b4e,0.6123718,7.3293357
uuid:b9201d82-bbbb-4111-9481-b06fb71ceaa5,-6.7748184,4.598476
uuid:f9a22646-2626-4e16-81dc-4783417d2640,1.1391622,8.282147
uuid:54a165b8-f559-4ea7-bc85-ac181d5fe167,-1.4923745,5.5467
uuid:b6b016f5-d80c-44f4-95d3-2eb87b4fd8cb,-2.4659467,-3.441448
uuid:83306209-2405-43a0-9baa-f1793136c2b3,8.327927,-0.7842104
uuid:a9a2f6d9-9384-40b3-b614-afa28510911f,5.642562,-1.0366212
uuid:31633d13-f708-4b90-b25e-d54fa1ddedfc,7.13959,-0.69128686
uuid:50e3f63a-bf8e-43f7-bac5-f89f54cb0bda,4.0285397,-4.00719
uuid:7f0ff9b0-7471-4bb7-bd0a-9e3fffc77724,4.2054086,2.7291582
uuid:e2e43934-c3ac-462b-a94b-25c1b32aa044,-1.8037801,-3.448783
uuid:226be13e-1f26-4ed4-98e5-441bfd0c2006,-5.126464,1.7928661
uuid:9b38ca1a-dd43-4203-aabc-46585ba5f860,0.9041716,7.4850917
uuid:ae1ac91d-68bf-4c04-8dd9-d6ab1cf2aa4f,2.2656472,7.1584306
uuid:f42fc6ef-b1f4-413a-94c5-dcf585e6b7ed,3.5789056,7.5591097
uuid:df1c1ce3-1a16-4fbb-ad72-a3042333daa8,1.6128798,2.476739
uuid:0eb63f1f-346e-4b04-b605-a20f31ce501f,-2.863674,-0.54033655
uuid:4abdf786-d4cc-4fb1-b214-e75307e0ca92,-3.8474364,0.6169879
uuid:13c386bd-1318-4f58-bd31-546aeb342fb5,-4.743517,3.1345696
uuid:9c6a00d1-e8b3-4dd2-a837-3adbb75298a1,-5.3474054,1.4070475
uuid:7045f1f2-afce-47d3-a2bd-b17b8e9bae3a,-2.7992837,-0.6234575
uuid:5f883e6b-95ae-4115-81df-625a8c557e4c,-2.9297345,-0.60702384
uuid:3d68fb3a-9ea1-4916-9192-23d2fbb996c3,-2.480358,-1.203839
uuid:56ff42f2-2538-49e1-b022-894b15c7956d,-2.3042915,-1.1052266
uuid:86f2fd9a-bc48-4803-814f-3b0f83d39ea8,-2.7389872,-0.9507057
uuid:72d06187-8aaf-481b-a946-76f339976f0e,-2.4324243,-1.2762653
uuid:519be644-a7a1-471c-8bfa-8409e409ac75,-4.6668854,2.8639412
uuid:80893a92-1c20-47a8-95b5-a8c1978981f4,-4.793329,2.8576148
uuid:53b113fa-7c0a-49e0-bf12-2ccec1cf16d1,-5.1408286,2.319283
uuid:3795fe80-6518-46b4-a714-9a4165091baf,-5.6430974,2.1665583
uuid:92f8818b-84e5-400f-9724-805fa6c171ea,-4.776765,3.0354156
uuid:f641edcf-5695-4248-81c1-07084b196c9b,-4.497017,3.0377047
uuid:3a143e0a-001d-44cc-912d-851acb9f772e,-2.9421394,-0.09611593
uuid:59c4a8bc-a4ca-41de-9d9d-e29452c3b5ad,-4.4779553,1.2058872
uuid:3fe6b070-5961-4463-b84f-53074bd7e324,-4.7737246,3.1267016
uuid:c1ac3460-60d7-4dd4-9ef6-dba7dd05a853,-3.7876651,1.8139609
uuid:ac6545a4-e6b6-452d-8e56-25c49e1695fd,-4.8073807,3.1655345
uuid:dd65b686-0acc-46de-a28f-456ac9aecf32,-3.6199582,-0.6341597
uuid:dfd8fa8b-3507-420e-b8a9-e8faa382147f,-2.844081,-0.25392523
uuid:9c443417-09aa-4f96-8a6f-f6d8f686e1f1,-4.406521,3.1035097
uuid:e58a1fef-0b7f-4fe3-844f-7356c57006c3,-6.211034,-0.014148224
uuid:045b3a57-6083-47ce-8417-599d312a637b,-3.9387305,1.8595229
uuid:350beee7-6bca-41c8-823c-dffd584736eb,-3.5733535,-0.581483
uuid:b4f30a7a-7a2a-4cf6-8d95-450d0126afca,-3.9439964,1.8177476
uuid:cc07a5cf-b575-4a84-b37b-cb17ef7317d6,-3.9137266,1.7451485
uuid:4cd4da94-d762-4985-ac30-00ee81e33e63,-2.9139445,-0.32972807
uuid:4d322a0d-64b0-4c61-997e-3de4cde9db04,-2.9815912,7.0186324
uuid:eabda93c-0a57-4041-b428-2e27a70e322c,-2.202884,1.8085462
uuid:7bea71b8-1b64-49e7-b2d9-f0741a5fe52d,-2.7126756,6.8932214
uuid:44c79878-454d-4313-80f9-37d7e2e84431,-5.124112,1.0127627
uuid:6a4ba655-9ac0-4156-88a8-510683e642c4,-3.7950737,-0.7666244
uuid:9920496b-95cb-471c-b362-fa91f8510898,-2.9621356,6.882979
uuid:7ee7d1e7-62ab-4238-b7c1-6abb5b143635,-4.499324,1.1930624
uuid:8d9fc510-8b5a-4853-b849-2b608bd5fe11,-2.7810452,-0.25649017
uuid:9feb6511-918d-45b3-b6f7-cecf823e41e8,-1.438712,-1.3528191
uuid:2eccb056-516a-4077-ae4c-0cd19467c7d2,-1.366109,-1.3281931
uuid:902828b0-05d0-4a0b-a70e-d51e1b1d7e8f,-1.4685255,-1.1989517
uuid:70669928-f3a9-4756-87bf-d02d14efa412,-4.180579,0.7326516
uuid:c847d0e7-d85c-438e-97e6-ee917bb9f094,-5.106671,1.1307046
uuid:14ccc51d-05a6-4ca1-8253-ff7b1991aebd,-4.2740912,3.2131853
uuid:d72f2b0e-ad8a-4337-8649-80be3df405b8,-4.0841675,1.5159894
uuid:1b485ece-67d0-4ad9-8279-6c74e358e452,-4.4716544,3.2959058
uuid:91a2f96a-eea7-4dbf-bfec-ff3f39999aa2,-1.4931118,-0.56299144
uuid:8fb6aada-76af-4cc0-824e-2a532bcecd5f,-4.7160707,2.7607636
uuid:3d2953a6-093f-455e-89a7-39d528723d86,-5.2566814,1.2864263
uuid:065b9e87-43e5-4e3c-8e37-04f1b50c8cf7,-6.7128925,1.851379
uuid:59e50492-e027-4f04-9d86-f8c659851cc6,-3.944442,0.5197545
uuid:8dd15a01-e60d-4b94-860b-db3091995a6f,-2.9908373,0.22516613
uuid:89518207-91e1-4e55-9f80-d5d56b13b923,-5.193197,1.5153726
uuid:9890dbd6-58aa-449e-b444-9566a47557f6,-2.6999419,-0.10635099
uuid:ebfa9960-5442-4351-a2d3-af21dd75df54,-2.2893207,1.7290224
uuid:77f7bb22-6979-4807-ab84-2636a39e5923,-2.9355865,-0.33097565
uuid:d442df44-14bb-47e1-8dd7-89e281ae39a9,-5.239458,1.6045939
uuid:e5c2f458-b3f3-4663-bf18-99124b2fd573,-4.5908027,3.000183
uuid:b2a0aa8e-fffe-473e-97de-57e2174cdf90,-0.45680776,0.49023104
uuid:5b53f4e8-cbe2-456e-8872-e045f80e2cb6,-4.883299,3.1681468
uuid:622af2a4-ac8c-48bf-b481-34a0866a733a,-3.044397,-0.56624955
uuid:b8d7817d-3cb9-4e22-9b1e-9db7f599aed8,-4.557706,1.1761619
uuid:6065df0a-51e4-46a3-9727-b0ab68cec8fd,-1.065727,0.096800596
uuid:7ead7330-fe8a-4b94-a6cf-8f752083ecba,-3.722091,0.52497655
uuid:63c1d76c-e44a-4cb6-995c-cbf677c645cb,-3.738241,1.9122556
uuid:de365f5c-775b-40de-96ea-e7b6b12e8354,-1.3587848,-1.3077067
uuid:16e54da7-e7d0-4ff9-8306-0d7f0304386b,-2.9193485,-0.7500512
uuid:620e93fe-75a7-40c8-b7c5-40f5b8bab7e0,-2.6124318,-0.79048294
uuid:c9ae03b2-42ca-4398-9c72-5f1a62309d93,-5.23352,2.3146162
uuid:43eeb0be-9407-40a2-9fcd-9c49738b8c84,-2.7690754,-0.7113983
uuid:68a2909c-ca9f-47d9-951f-e2a62ea3413d,-4.7066517,2.793151
uuid:866fe0a9-f8f6-4037-863b-890827eaaa34,-2.3810914,-0.36711374
uuid:d11ccd72-2de8-46a5-8ded-a23469cec27a,-2.2491813,1.8340893
uuid:d4ad2e4e-1f42-41f4-8808-554f3ba7d1cf,-4.5548487,3.0411081
uuid:0bf2a223-d3b4-401c-967c-c11c300df5df,-4.6717196,2.8912988
uuid:9115d7b7-8eff-4e8f-8ec9-758e8e3a1d9a,-2.3433156,1.7677858
uuid:f26cd9ef-023b-43f2-9175-2d55a801a73a,-5.079433,1.5603176
uuid:4de62907-d4ea-4337-9ca3-89c078121714,-4.457947,1.1673795
uuid:be8bd507-09e4-4b45-a137-aab96c5885cf,-5.4563766,-0.55779284
uuid:27c4c939-dc40-4a57-8d46-fe4d49a1d7d8,-4.6122937,2.9615464
uuid:09aa2427-a91f-42be-831a-50261d9344d3,-2.8077438,-0.46277604
uuid:da8ea3ff-fbf8-465e-ada7-0852f1377d18,-4.248375,3.2407246
uuid:c49c37b2-66c8-4477-a82b-2194af6aaac1,-2.2906713,-0.24103983
uuid:32a102cb-bb48-4f95-8a80-c687700d0443,-5.557913,-0.31399614
uuid:3ce2e3b3-8fd6-4831-a3ed-5f4dac492f7e,-4.7621584,2.5245686
uuid:1518fab3-4a61-4193-ba91-da7bf341f691,-3.0533779,-0.34116513
uuid:8da2b89a-7bed-4459-b468-917b1003e136,-0.99747,0.21936308
uuid:8b0ca185-a3f2-4902-8b1d-88b63b9039c4,-5.179137,1.5739776
uuid:16405f70-8844-4c10-963c-061538a15bb2,1.9699646,2.5341542
uuid:bfdb053c-2f4a-4943-b382-6085cfcbbae6,-3.7894871,2.1500788
uuid:45467cb6-cb11-4168-8df0-6a3e49e1508c,-1.9566642,-0.6062981
uuid:c17b2ecc-cbaa-4bc9-adb5-48ff492a100d,1.5672914,2.693657
uuid:f463d54d-de06-4ae3-8106-59d2d4e9353d,-3.0835383,-0.34719157
uuid:57f7922f-93ad-4411-b6c2-9c5a8a5a845e,-5.4803524,-0.48516345
uuid:f49c0c6d-e698-4ba9-b79b-7571ca7ba659,-3.004691,-0.9225591
uuid:0fe5d2d8-471d-4ac2-82bc-4aac52aeba66,-2.7350535,-0.12329249
uuid:58ac3b00-10fb-44cd-b1eb-1e1139c39fd7,-4.621467,2.9196887
uuid:a98cc32e-9d10-41a3-8fc3-c840f1a8654d,-1.0239941,0.3800704
uuid:b9a62989-f7b3-4334-af27-c4cde929d7df,-4.582745,2.8889115
uuid:d0ebe73c-b0db-49f0-b8f7-000de3927412,-3.5312085,-0.19214159
uuid:254db628-839c-4f99-b9be-91469453076e,-5.118653,1.7128375
uuid:cd1ce976-04da-4e6a-adfc-0650e5b99538,-2.9121668,-1.3691177
uuid:011e37fd-ffe8-46bd-8db1-5788d22b2ad7,-4.56096,1.2598195
uuid:1ad692c0-dbda-4448-92ed-e928fc9cd74e,-1.0208724,0.24662097
uuid:87c3dddc-fc84-45ae-97b0-98f531ab4505,-4.704548,2.7490737
uuid:6d88f00b-af32-41fb-b91d-28beca950fbe,-5.2898607,1.214579
uuid:c8318e36-8351-4307-8125-bda9a00e9b50,-2.3841553,-0.39043358
uuid:8c4d2e1c-ff59-4ff5-b700-93f0c80acd53,-5.3612804,1.3343686
uuid:caea955b-defb-4178-87b1-1a6d94de7658,-4.7255983,2.8099654
uuid:4efecc20-ac9c-49af-8dda-5b068c160389,-4.2862606,0.6290876
uuid:20291b54-6034-435d-a3e8-31becfeafdf2,-0.4319695,0.47510082
uuid:7e3dfcda-179d-4a26-b6b2-ca9cf3f5fca6,-2.3097951,-0.011779953
uuid:8a9dd105-2d71-4ee5-bcbe-f4110a7e84f7,-4.9179354,3.0895333
uuid:95d6bd83-a27a-41c3-9531-43145dd57d86,-4.2164793,1.7102808
uuid:82ada98d-f99e-4f05-8d9d-9d0831c68c73,-3.741225,1.9135433
uuid:b40c42e6-4369-46cf-a49a-4d50123ff505,-4.881438,3.15965
uuid:a8bd0d4f-5557-4740-96cd-bdba12cec44a,-4.771828,2.6818821
uuid:e73165e6-d60b-43cc-8abd-c6046f0ab638,-0.96318614,0.41196755
uuid:2c32c354-42e4-466e-9869-b7c68b4388ec,-6.7253914,1.763353
uuid:011e8730-fe22-4d6b-8a16-e5cf0554b5cb,-2.5988293,-0.6823335
uuid:5951b692-e3e8-4d8f-a430-2b1550b28cf7,-2.4654489,-1.3048986
uuid:3e8e5679-5e05-4989-81ac-0c5569614597,-3.3028147,-0.76640636
uuid:abacbe08-c978-4d53-888e-337c68ce7c98,1.3492957,2.1965728
uuid:d3b4f9f9-f7b1-4251-8135-9373613106ab,-3.8518512,1.8109561
uuid:7f3a0b9b-d935-47d7-a5ff-d0893591b19e,-4.2507863,0.59964687
uuid:c67043b6-9f45-48ad-927e-53e3051b7918,-2.3152049,-0.18533571
uuid:03ce5301-3789-4c0f-8d94-aff580445a5a,-3.806815,1.9098743
uuid:2a21a50a-81c4-4d0d-9dbc-5dbce67f2936,-2.688005,-0.2473646
uuid:7b1da021-0216-4977-b339-961960cd2880,-3.0250459,-0.33662957
uuid:ae05b71e-854d-461a-81d7-3252b17e298e,-4.7090397,2.866579
uuid:33ad00d5-b520-489b-a376-15eec82ae10b,-4.433684,0.60343355
uuid:806ff278-fb60-48fb-9052-1a07960e00c9,1.6136078,2.516767
uuid:438a9f4b-0f06-486d-8f68-dd203cae2af4,-0.5071757,0.43844113
uuid:a5005048-9af2-424e-a4c6-481c25fbb03f,-2.483984,-0.081529364
uuid:0f54d5c9-88b1-4ecf-a509-fe634912862f,-5.4202533,2.239844
uuid:411690d3-d879-4db5-ab77-a42eaf543417,-5.583653,-0.4048841
uuid:bf39e0c6-78a8-4df6-b6f8-f8f9d079257b,-1.4454213,-1.1542357
uuid:25bf5b0b-ce45-44d0-bc0e-a100f411022c,-2.5406575,0.050163027
uuid:5728bcf1-265a-49d0-b3f5-b6653c315b1d,-4.3034616,3.0618966
uuid:ea5735dc-8384-4e6d-9e42-53b5beafd2f1,-3.597296,-0.60381925
uuid:b34a7357-5f07-43e4-93d2-eecd0cedc126,-3.875467,1.9453229
uuid:819700a5-b1fa-4ae3-86cd-f2c242092f63,-3.0943131,6.6456876
uuid:f1fcc9a1-764e-4a18-955a-a2f805c3951b,-6.0448303,1.7673858
uuid:77a84927-0b7d-4551-ab1f-7b6c8c2debf3,-4.8285356,6.0827117
uuid:591b3783-dab6-4f6e-ad64-5b664e0d8f32,-1.4618866,-0.59616977
uuid:0dd72d7f-e19f-4d22-9c8a-cbd77eb08358,-4.764778,2.697184
uuid:7febce1c-d15d-4dfb-ad48-6e448643f867,0.49906752,5.798419
uuid:628c185a-a7ca-4e79-b0f5-28e9c4795e9b,-3.5554192,-0.26746446
uuid:31a34297-aa48-4f02-aa78-e45389a7c779,-3.999025,1.6696529
uuid:ec0962be-ca36-41fc-b02d-cdc414e06a76,-2.6262226,-1.6531063
uuid:f5744112-7b5d-469f-99f8-d52dec478766,-4.9566536,2.7418678
uuid:c0065aed-6d44-4bee-b6f6-01a3c3f9380f,0.75670016,6.4834914
uuid:51ac5bab-3dd6-41e0-8764-1b4ddd6d7035,0.95352936,5.476014
uuid:77a0b8ea-3a35-4659-972e-a0e0f25634ef,3.8880208,-0.4969175
uuid:630d57be-5660-4971-84c2-83bf12b1d204,2.5964475,5.074165
uuid:40a081bc-e32c-4c01-ab4b-ad71a1057c70,7.8681145,1.62658
uuid:e827622e-9cc3-4f12-801c-4d9b61ce4f7b,-2.2359853,5.4625
uuid:195f5fcd-fff4-48ab-a987-8cbe8df637bf,-4.442043,5.3765044
uuid:76f7e3c3-3147-4b06-9f95-4ac797b19a71,-0.033967465,6.3979297
uuid:e7df1d5a-8819-40aa-a3d1-1f6d50b8a39e,-2.0736537,0.4867741
uuid:71d7bc13-c122-4581-a966-c699f58a4383,7.649838,1.6809896
uuid:fdbff288-fede-4796-9972-54627af0db77,4.8114676,2.1036649
uuid:a64b6956-f02a-4acf-9fbe-3113de1d3f6a,-4.659569,-0.24171917
uuid:93fba5b3-f31a-452a-9af6-5c372a00abda,-3.3139932,0.48749104
uuid:d6e9f0df-af18-4f8b-9b7d-b319745dc3bb,-3.09757,1.1212457
uuid:82c71596-ccf4-4136-8286-6b6222716993,-3.256076,1.1778288
uuid:6f0c047d-eecd-41b0-9f8b-c55f712b5777,3.8861835,5.188337
uuid:ef7632ca-6d9d-4de0-a249-5d08bd935164,2.7237422,6.5604844
uuid:388e3442-cc67-4e1b-ada1-22352f2b1bcf,4.011879,7.083835
uuid:df5b38a9-88b4-401b-9d12-1408f6728413,-0.6272656,9.183142
uuid:3834f9a5-612f-4146-b6ac-ed1039e669f8,-0.67872417,9.303664
uuid:6420c2cf-40f9-43d8-a693-80d5eeb138f1,2.5306184,7.4153266
uuid:3aae5eb8-0a38-461d-b405-466e7cb6fe6c,3.0386798,7.763677
uuid:1e486a0a-5bb1-43b0-af42-4bd15bb75f5d,2.6975777,7.874285
uuid:9e63ff59-d29c-49a3-a1b5-a4133cf84315,2.5616295,7.5722337
uuid:165b6c0c-1b60-4fa1-af1e-f8bc0c9d0ac5,1.983549,7.3442073
uuid:eef549ee-df0c-4f4a-9cc9-759598c8f40d,2.7471359,7.503865
uuid:727d5677-616e-4abf-a7a9-28ba4b176adb,4.346159,6.865356
uuid:8ac3464b-6b2e-4f9a-9226-cadc95bf9819,4.0388103,6.781821
uuid:c02aec23-b556-4d71-a7d8-57309fc6d0c0,-2.9590826,-0.6207035
uuid:258e9932-92d7-4b4d-a60d-07652617ef99,-0.030033918,8.8180275
uuid:cc8454d4-2cae-42b7-bc9c-7514fc187c2f,3.5035841,-4.335484
uuid:aff232ae-eadc-464b-b4ed-753ad916911c,-5.8090434,-0.039970625
uuid:b96f4841-ee6b-4c43-b20b-9ce26c78f42e,-2.8630195,-0.09147148
uuid:10ed1405-684f-43ff-aed7-18db1c057b57,-3.2322967,-2.1898859
uuid:bb2c1c3d-f4bc-47e4-b694-34d493f628b2,5.1137786,-2.2161427
uuid:0baac629-78d5-4c3b-a02f-fe610b5b16b4,1.6004395,6.717425
uuid:a8e4954b-f0c5-4a60-a51d-a3bc77298144,0.13038555,8.329364
uuid:f6007cc3-0743-4e2d-90ab-1475fc440946,2.6758182,8.033703
uuid:d7549991-134b-4502-b030-1207987d2597,4.3245873,6.706299
uuid:f2113125-5a28-4e0e-812f-24199faf1d0e,6.04847,-2.8322182
uuid:887b5646-bc43-4e2a-9d4b-e36351e95a75,6.810749,2.808382
uuid:35dcf6b9-db68-4666-878a-e86b38f27165,-0.9163054,6.169627
uuid:7d67baa1-6e28-407a-9cab-9cd67e592d8e,-2.3698971,3.386869
uuid:f207177d-6cf8-4d9a-9cdb-4fd75389932c,2.6038632,-4.5842133
uuid:f282be68-6a17-441c-bc64-1eb21989ccb8,-3.3373916,6.724718
uuid:e570b86d-1e7e-424c-ad36-2692cc74d292,-4.095589,-1.5523287
uuid:19ac3a19-c0b1-4b62-b8f7-8779d7eb5942,2.475545,-4.0025406
uuid:9e2395d3-2caf-477d-972e-5fb0209b260d,-3.308119,6.752627
uuid:08e079d8-b455-4006-81f5-bf46d0a16b02,4.023847,-0.65778524
uuid:6260695a-a963-4414-9967-5cb66faf1ba8,-6.038907,2.1884737
uuid:481ae77f-2b50-4bc9-8443-e1849a0f187d,1.6527224,1.1997107
uuid:115101c0-c381-4c62-adae-1014df6ced8b,1.6845313,6.827784
uuid:190ac398-50a0-4a47-9ec4-5514d5b22e25,-4.851743,2.3710504
uuid:ba88842a-b867-4a17-959e-de42c84510d2,-6.2763915,2.0624976
uuid:a7d9880c-9e60-463f-9c35-277c096bf9e0,-6.608574,1.9680167
uuid:b2645fff-49ca-4392-b5e9-3794fa9fca19,-3.5377684,1.6777145
uuid:322c801f-b11c-45a2-ad39-e37497608ff3,-3.415392,1.6412894
uuid:7e6256f3-9520-4d8d-a73a-4d1520fc564f,-3.4521923,1.6630365
uuid:f4fcc73b-55d6-4698-abd7-b072fb9a7685,-6.5153656,2.1498294
uuid:fccfcf57-dde5-4b3a-bf43-0f5e347a532c,-2.7546341,3.4804368
uuid:a23411aa-a8b8-4044-996f-6dabc16efdb7,-2.8714616,-0.083272204
uuid:b5ceb5b3-c4c5-4caf-9741-2d13d179b7bd,-3.507009,0.8379578
uuid:8dc0a41c-d77b-495a-92ce-9f89949ee02e,-6.0340643,2.5451813
uuid:dd09d153-a9df-4c1b-a317-d93c1231ee28,-4.6200724,2.9693747
uuid:bc4c10bb-6174-4a4d-bfce-54d0554ec4c2,-5.8448973,2.0441558
uuid:6c4711bb-5cfa-44e7-84a0-af3cdb73cb26,-4.30746,2.6595898
uuid:29a5b7ce-895f-4853-b996-1ee659dbc4a0,-6.4695225,1.9598957
uuid:693159cd-8dee-453b-b7f6-f69dd1235b86,-4.579272,2.8783402
uuid:b42c6372-ea80-4b1a-b3ee-fa00f4ad8998,-3.2508516,0.36260116
uuid:b265221f-b520-4ada-a1b6-aa5b5d116282,-2.3357303,7.2903047
uuid:f8560b2b-8831-4c79-923a-9de785aa3c85,-3.7973495,1.8497202
uuid:2f1bc314-cbe4-4de0-9c1e-9a28197d1e5d,-2.8890033,-4.3791842
uuid:3895f620-221b-413a-9865-6e0cf01a51c9,-0.042586148,1.780855
uuid:6aac4b66-c168-404d-bcc6-b8ea503585a9,-6.048614,1.9302807
uuid:4c23e8d7-0fe6-4dd8-9c38-e62a39c07a99,-3.9984717,0.15541841
uuid:68565011-4dcb-4fcd-81ea-f8c696425a58,-6.4443855,2.2476254
uuid:710f265b-113d-4b72-ba4b-b89be44e360f,-3.621293,1.9686518
uuid:c0cb185d-16ae-4829-ac5c-f81b41d6c7aa,-6.0563645,2.2959914
uuid:502ff06e-00df-4ffc-8ee5-c22b1cedf92d,-3.187078,0.24026766
uuid:7e586f38-fa2d-423c-9bcc-d88dc91f7ca9,-3.7354715,0.85152155
uuid:a2f2966f-9c11-42cb-b803-c95807850dbe,-2.9970524,0.8931728
uuid:0250592d-55e6-4f67-8330-d8328f84b582,-5.122446,2.0214255
uuid:dd96b1a8-82f6-4a08-bdef-88e6ede2419d,-6.494336,2.0716565
uuid:51f6c1b9-d2a1-4893-9af3-2c77fc0d7dfa,-2.514593,2.1128664
uuid:d4d2cd56-231d-4ef9-b2e9-9585a8313f83,-3.714247,1.7328714
uuid:583dc2d7-90b0-4437-89c7-1b3da8de8992,-3.771162,1.8337708
uuid:c863e2bc-1502-412a-9a18-d2b4013f01c0,-3.8155649,1.8094312
uuid:e340a020-ed07-4ab4-b0e1-a68bc373a2f1,-2.6600788,2.2918348
uuid:008d6b64-ec9b-400b-8773-c7932ed3fac9,-3.8557594,0.13579436
uuid:1813884f-4448-41b7-8fec-391011da4786,-5.9074078,2.0373807
uuid:6aaeb628-2b7d-43fc-bacd-68c6b875701d,-3.9657362,0.09528138
uuid:20f07c91-4485-44f7-9991-974c61d5df54,-3.9167387,0.27316022
uuid:76ac48f1-7ef5-46d3-b2f3-12c556515242,-5.7760158,2.059403
uuid:80097b90-76d6-4c2d-b5ef-3bfe75b24f0e,-3.6641061,1.979787
uuid:c0dc83c6-c999-4f07-b053-d7514661d3fc,-3.3470926,-0.54889774
uuid:02faa163-c6f9-47df-a939-6141bd36d9b6,-3.3375623,-0.41552204
uuid:47fe5f24-44ff-42af-9753-0eb3903846c9,-3.8031156,1.8733525
uuid:efc816c3-3a32-4325-a19a-aea15b3757e6,-3.1825428,2.6985197
uuid:e9ead224-e7eb-46df-b948-098faebbf87c,-4.857038,2.3618436
uuid:bdd7b619-2980-4368-b7f8-9f6343bdbe50,-6.081925,2.3800998
uuid:d22b37ca-983d-47e1-bad9-b02dae2107cd,-4.274544,2.7972674
uuid:12bfe5b5-f545-4245-9ef3-3c609ed1ed92,-4.453311,2.7247565
uuid:06ddf1dd-7dba-495b-b7f3-31b8d2bb966c,-4.539157,2.9548182
uuid:3fb18d21-c9bf-4026-acab-34334008e5ca,-3.437423,2.0725017
